policy,pole,seed,t,agent,team,carrying,own_half,enemy_half,near_enemy_flag,near_own_flag,macro,blue_role,red_role
pi_B,A,16700001,233,3,blue,1,1,0,1,0,GO_HOME,CARRIER,
pi_B,A,16700001,233,0,red,0,,,,,,,ATTACKER
pi_B,A,16700001,233,1,red,0,,,,,,,ATTACKER
pi_B,A,16700001,233,2,red,1,,,,,,,ATTACKER
pi_B,A,16700001,233,3,red,0,,,,,,,ATTACKER
pi_B,A,16700001,234,0,blue,0,1,0,1,0,GET_FLAG,OFFENSE,
pi_B,A,16700001,234,1,blue,0,1,0,1,0,GET_FLAG,OFFENSE,
pi_B,A,16700001,234,2,blue,0,1,0,1,0,GET_FLAG,OFFENSE,
pi_B,A,16700001,234,3,blue,1,1,0,1,0,GO_TO,CARRIER,
pi_B,A,16700001,234,0,red,0,,,,,,,ATTACKER
pi_B,A,16700001,234,1,red,0,,,,,,,ATTACKER
pi_B,A,16700001,234,2,red,1,,,,,,,ATTACKER
pi_B,A,16700001,234,3,red,0,,,,,,,ATTACKER
pi_B,A,16700001,235,0,blue,0,1,0,1,0,GET_FLAG,OFFENSE,
pi_B,A,16700001,235,1,blue,0,1,0,1,0,GET_FLAG,OFFENSE,
pi_B,A,16700001,235,2,blue,0,1,0,1,0,GET_FLAG,OFFENSE,
pi_B,A,16700001,235,3,blue,1,1,0,1,0,GO_TO,CARRIER,
pi_B,A,16700001,235,0,red,0,,,,,,,ATTACKER
pi_B,A,16700001,235,1,red,0,,,,,,,ATTACKER
pi_B,A,16700001,235,2,red,1,,,,,,,ATTACKER
pi_B,A,16700001,235,3,red,0,,,,,,,ATTACKER
pi_B,A,16700001,236,0,blue,0,1,0,1,0,GET_FLAG,OFFENSE,
pi_B,A,16700001,236,1,blue,0,1,0,1,0,GET_FLAG,OFFENSE,
pi_B,A,16700001,236,2,blue,0,1,0,1,0,GET_FLAG,OFFENSE,
pi_B,A,16700001,236,3,blue,1,1,0,1,0,GO_TO,CARRIER,
pi_B,A,16700001,236,0,red,0,,,,,,,ATTACKER
pi_B,A,16700001,236,1,red,0,,,,,,,ATTACKER
pi_B,A,16700001,236,2,red,1,,,,,,,ATTACKER
pi_B,A,16700001,236,3,red,0,,,,,,,ATTACKER
pi_B,A,16700001,237,0,blue,0,1,0,1,0,GET_FLAG,OFFENSE,
pi_B,A,16700001,237,1,blue,0,1,0,1,0,GET_FLAG,OFFENSE,
pi_B,A,16700001,237,2,blue,0,1,0,1,0,GET_FLAG,OFFENSE,
pi_B,A,16700001,237,3,blue,1,1,0,1,0,GO_TO,CARRIER,
pi_B,A,16700001,237,0,red,0,,,,,,,ATTACKER
pi_B,A,16700001,237,1,red,0,,,,,,,ATTACKER
pi_B,A,16700001,237,2,red,1,,,,,,,ATTACKER
pi_B,A,16700001,237,3,red,0,,,,,,,ATTACKER
pi_B,A,16700001,238,0,blue,0,1,0,1,0,GET_FLAG,OFFENSE,
pi_B,A,16700001,238,1,blue,0,1,0,1,0,GO_TO,TRANSIT,
pi_B,A,16700001,238,2,blue,0,1,0,1,0,GET_FLAG,OFFENSE,
pi_B,A,16700001,238,3,blue,1,1,0,1,0,GO_TO,CARRIER,
pi_B,A,16700001,238,0,red,0,,,,,,,ATTACKER
pi_B,A,16700001,238,1,red,0,,,,,,,ATTACKER
pi_B,A,16700001,238,2,red,1,,,,,,,ATTACKER
pi_B,A,16700001,238,3,red,0,,,,,,,ATTACKER
pi_B,A,16700001,239,0,blue,0,1,0,1,0,GET_FLAG,OFFENSE,
pi_B,A,16700001,239,1,blue,0,1,0,1,0,GO_TO,TRANSIT,
pi_B,A,16700001,239,2,blue,0,1,0,1,0,GET_FLAG,OFFENSE,
pi_B,A,16700001,239,3,blue,1,1,0,1,0,GO_TO,CARRIER,
pi_B,A,16700001,239,0,red,0,,,,,,,ATTACKER
pi_B,A,16700001,239,1,red,0,,,,,,,ATTACKER
pi_B,A,16700001,239,2,red,1,,,,,,,ATTACKER
pi_B,A,16700001,239,3,red,0,,,,,,,ATTACKER
pi_A,B,16700001,0,0,blue,0,1,0,0,1,GRAB_MINE,DEFENSE,
pi_A,B,16700001,0,1,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,0,2,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,0,3,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,0,0,red,0,,,,,,,ATTACKER
pi_A,B,16700001,0,1,red,0,,,,,,,ATTACKER
pi_A,B,16700001,0,2,red,0,,,,,,,ATTACKER
pi_A,B,16700001,0,3,red,0,,,,,,,ATTACKER
pi_A,B,16700001,1,0,blue,0,1,0,0,1,PLACE_MINE,DEFENSE,
pi_A,B,16700001,1,1,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,1,2,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,1,3,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,1,0,red,0,,,,,,,ATTACKER
pi_A,B,16700001,1,1,red,0,,,,,,,ATTACKER
pi_A,B,16700001,1,2,red,0,,,,,,,ATTACKER
pi_A,B,16700001,1,3,red,0,,,,,,,ATTACKER
pi_A,B,16700001,2,0,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,2,1,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,2,2,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,2,3,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,2,0,red,0,,,,,,,ATTACKER
pi_A,B,16700001,2,1,red,0,,,,,,,ATTACKER
pi_A,B,16700001,2,2,red,0,,,,,,,ATTACKER
pi_A,B,16700001,2,3,red,0,,,,,,,ATTACKER
pi_A,B,16700001,3,0,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,3,1,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,3,2,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,3,3,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,3,0,red,0,,,,,,,ATTACKER
pi_A,B,16700001,3,1,red,0,,,,,,,ATTACKER
pi_A,B,16700001,3,2,red,0,,,,,,,ATTACKER
pi_A,B,16700001,3,3,red,0,,,,,,,ATTACKER
pi_A,B,16700001,4,0,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,4,1,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,4,2,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,4,3,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,4,0,red,0,,,,,,,2V1_WING
pi_A,B,16700001,4,1,red,0,,,,,,,ATTACKER
pi_A,B,16700001,4,2,red,0,,,,,,,2V1_WING
pi_A,B,16700001,4,3,red,0,,,,,,,ATTACKER
pi_A,B,16700001,5,0,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,5,1,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,5,2,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,5,3,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,5,0,red,0,,,,,,,2V1_WING
pi_A,B,16700001,5,1,red,0,,,,,,,2V1_WING
pi_A,B,16700001,5,2,red,0,,,,,,,2V1_WING
pi_A,B,16700001,5,3,red,0,,,,,,,ATTACKER
pi_A,B,16700001,6,0,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,6,1,blue,0,0,1,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,6,2,blue,0,0,1,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,6,3,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,6,0,red,0,,,,,,,2V1_WING
pi_A,B,16700001,6,1,red,0,,,,,,,2V1_WING
pi_A,B,16700001,6,2,red,0,,,,,,,2V1_WING
pi_A,B,16700001,6,3,red,0,,,,,,,ATTACKER
pi_A,B,16700001,7,0,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,7,1,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,7,2,blue,0,0,1,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,7,3,blue,0,0,1,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,7,0,red,0,,,,,,,2V1_WING
pi_A,B,16700001,7,1,red,0,,,,,,,2V1_WING
pi_A,B,16700001,7,2,red,0,,,,,,,2V1_WING
pi_A,B,16700001,7,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,8,0,blue,0,0,1,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,8,1,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,8,2,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,8,3,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,8,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,8,1,red,0,,,,,,,2V1_WING
pi_A,B,16700001,8,2,red,0,,,,,,,ATTACKER
pi_A,B,16700001,8,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,9,0,blue,0,0,1,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,9,1,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,9,2,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,9,3,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,9,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,9,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,9,2,red,0,,,,,,,ATTACKER
pi_A,B,16700001,9,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,10,0,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,10,1,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,10,2,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,10,3,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,10,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,10,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,10,2,red,0,,,,,,,ATTACKER
pi_A,B,16700001,10,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,11,0,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,11,1,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,11,2,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,11,3,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,11,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,11,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,11,2,red,0,,,,,,,ATTACKER
pi_A,B,16700001,11,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,12,0,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,12,1,blue,1,0,1,1,0,GO_TO,CARRIER,
pi_A,B,16700001,12,2,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,12,3,blue,0,1,0,0,1,GO_TO,DEFENSE,
pi_A,B,16700001,12,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,12,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,12,2,red,0,,,,,,,ATTACKER
pi_A,B,16700001,12,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,13,0,blue,0,1,0,0,1,GO_TO,DEFENSE,
pi_A,B,16700001,13,1,blue,1,0,1,1,0,GO_TO,CARRIER,
pi_A,B,16700001,13,2,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,13,3,blue,0,1,0,0,1,GO_TO,DEFENSE,
pi_A,B,16700001,13,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,13,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,13,2,red,0,,,,,,,ATTACKER
pi_A,B,16700001,13,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,14,0,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,14,1,blue,1,0,1,1,0,GO_TO,CARRIER,
pi_A,B,16700001,14,2,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,14,3,blue,0,1,0,0,1,GO_TO,DEFENSE,
pi_A,B,16700001,14,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,14,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,14,2,red,0,,,,,,,ATTACKER
pi_A,B,16700001,14,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,15,0,blue,0,1,0,0,1,GO_TO,DEFENSE,
pi_A,B,16700001,15,1,blue,1,0,1,1,0,GO_TO,CARRIER,
pi_A,B,16700001,15,2,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,15,3,blue,0,1,0,0,1,GO_TO,DEFENSE,
pi_A,B,16700001,15,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,15,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,15,2,red,0,,,,,,,ATTACKER
pi_A,B,16700001,15,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,16,0,blue,0,1,0,0,1,GO_TO,DEFENSE,
pi_A,B,16700001,16,1,blue,0,0,1,1,0,GO_TO,OFFENSE,
pi_A,B,16700001,16,2,blue,0,0,1,1,0,GO_TO,OFFENSE,
pi_A,B,16700001,16,3,blue,0,1,0,0,1,GO_TO,DEFENSE,
pi_A,B,16700001,16,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,16,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,16,2,red,0,,,,,,,ATTACKER
pi_A,B,16700001,16,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,17,0,blue,0,1,0,0,1,GO_TO,DEFENSE,
pi_A,B,16700001,17,1,blue,0,0,1,1,0,GO_TO,OFFENSE,
pi_A,B,16700001,17,2,blue,0,0,1,1,0,GO_TO,OFFENSE,
pi_A,B,16700001,17,3,blue,0,1,0,0,1,GO_TO,DEFENSE,
pi_A,B,16700001,17,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,17,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,17,2,red,0,,,,,,,ATTACKER
pi_A,B,16700001,17,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,18,0,blue,0,1,0,0,1,GO_TO,DEFENSE,
pi_A,B,16700001,18,1,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,18,2,blue,0,0,1,1,0,GO_TO,OFFENSE,
pi_A,B,16700001,18,3,blue,0,1,0,0,1,GO_TO,DEFENSE,
pi_A,B,16700001,18,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,18,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,18,2,red,0,,,,,,,ATTACKER
pi_A,B,16700001,18,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,19,0,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,19,1,blue,0,0,1,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,19,2,blue,0,0,1,1,0,GO_TO,OFFENSE,
pi_A,B,16700001,19,3,blue,0,1,0,0,1,GO_TO,DEFENSE,
pi_A,B,16700001,19,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,19,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,19,2,red,0,,,,,,,ATTACKER
pi_A,B,16700001,19,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,20,0,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,20,1,blue,0,0,1,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,20,2,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,20,3,blue,0,1,0,0,0,GO_TO,DEFENSE,
pi_A,B,16700001,20,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,20,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,20,2,red,0,,,,,,,ATTACKER
pi_A,B,16700001,20,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,21,0,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,21,1,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,21,2,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,21,3,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,21,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,21,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,21,2,red,0,,,,,,,ATTACKER
pi_A,B,16700001,21,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,22,0,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,22,1,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,22,2,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,22,3,blue,0,0,1,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,22,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,22,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,22,2,red,0,,,,,,,ATTACKER
pi_A,B,16700001,22,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,23,0,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,23,1,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,23,2,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,23,3,blue,0,0,1,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,23,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,23,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,23,2,red,0,,,,,,,ATTACKER
pi_A,B,16700001,23,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,24,0,blue,0,0,1,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,24,1,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,24,2,blue,1,0,1,1,0,GO_TO,CARRIER,
pi_A,B,16700001,24,3,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,24,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,24,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,24,2,red,0,,,,,,,ATTACKER
pi_A,B,16700001,24,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,25,0,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,25,1,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,25,2,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,25,3,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,25,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,25,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,25,2,red,0,,,,,,,INTERCEPTOR
pi_A,B,16700001,25,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,26,0,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,26,1,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,26,2,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,26,3,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,26,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,26,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,26,2,red,0,,,,,,,INTERCEPTOR
pi_A,B,16700001,26,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,27,0,blue,0,0,1,1,0,GO_TO,OFFENSE,
pi_A,B,16700001,27,1,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,27,2,blue,0,0,1,1,0,GO_TO,OFFENSE,
pi_A,B,16700001,27,3,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,27,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,27,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,27,2,red,0,,,,,,,INTERCEPTOR
pi_A,B,16700001,27,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,28,0,blue,0,0,1,1,0,GO_TO,OFFENSE,
pi_A,B,16700001,28,1,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,28,2,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,28,3,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,28,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,28,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,28,2,red,0,,,,,,,INTERCEPTOR
pi_A,B,16700001,28,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,29,0,blue,0,0,1,1,0,GO_TO,OFFENSE,
pi_A,B,16700001,29,1,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,29,2,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,29,3,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,29,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,29,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,29,2,red,0,,,,,,,INTERCEPTOR
pi_A,B,16700001,29,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,30,0,blue,0,0,1,1,0,GO_TO,OFFENSE,
pi_A,B,16700001,30,1,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,30,2,blue,0,0,1,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,30,3,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,30,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,30,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,30,2,red,0,,,,,,,INTERCEPTOR
pi_A,B,16700001,30,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,31,0,blue,0,0,1,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,31,1,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,31,2,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,31,3,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,31,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,31,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,31,2,red,0,,,,,,,INTERCEPTOR
pi_A,B,16700001,31,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,32,0,blue,0,0,1,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,32,1,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,32,2,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,32,3,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,32,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,32,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,32,2,red,0,,,,,,,INTERCEPTOR
pi_A,B,16700001,32,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,33,0,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,33,1,blue,0,0,1,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,33,2,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,33,3,blue,0,0,1,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,33,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,33,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,33,2,red,0,,,,,,,INTERCEPTOR
pi_A,B,16700001,33,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,34,0,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,34,1,blue,0,0,1,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,34,2,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,34,3,blue,0,0,1,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,34,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,34,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,34,2,red,0,,,,,,,INTERCEPTOR
pi_A,B,16700001,34,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,35,0,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,35,1,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,35,2,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,35,3,blue,0,1,0,0,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,35,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,35,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,35,2,red,0,,,,,,,INTERCEPTOR
pi_A,B,16700001,35,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,36,0,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,36,1,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,36,2,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,36,3,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,36,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,36,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,36,2,red,0,,,,,,,INTERCEPTOR
pi_A,B,16700001,36,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,37,0,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,37,1,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,37,2,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,37,3,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,37,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,37,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,37,2,red,0,,,,,,,INTERCEPTOR
pi_A,B,16700001,37,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,38,0,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,38,1,blue,0,0,1,1,0,GET_FLAG,OFFENSE,
pi_A,B,16700001,38,2,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,38,3,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
pi_A,B,16700001,38,0,red,0,,,,,,,DEFENDER
pi_A,B,16700001,38,1,red,0,,,,,,,DEFENDER
pi_A,B,16700001,38,2,red,0,,,,,,,INTERCEPTOR
pi_A,B,16700001,38,3,red,0,,,,,,,DEFENDER
pi_A,B,16700001,39,0,blue,0,0,1,0,0,GO_TO,TRANSIT,
pi_A,B,16700001,39,1,blue,1,0,1,1,0,GO_HOME,CARRIER,
pi_A,B,16700001,39,2,blue,0,1,0,0,1,GET_FLAG,OFFENSE,
